@relation out

@attribute 'fdc ' numeric
@attribute ' td_tr ' numeric
@attribute ' fdcl ' numeric
@attribute ' tr ' numeric
@attribute ' fr ' numeric
@attribute ' fc ' numeric
@attribute ' ftl ' numeric
@attribute ' fdr ' numeric
@attribute ' td ' numeric
@attribute ' fcl ' numeric
@attribute ' fclc ' numeric
@attribute ' class' {' table',' other'}

@data
0,3,0.560112,17,17,3,2.247253,33.326666,51,2.666667,2.666667,' table'
0,0,0.92582,0,7,1,2.230769,15.874508,0,3,3,' other'
0,1,0.645497,6,6,2,2.405405,6.928203,6,1.25,1.25,' other'
0,1,0.960769,11,13,1,2.192771,43.266615,11,6,6,' other'
0,5,0.316228,2,2,5,1.727273,1.897367,10,0.1,0.1,' other'
0,1,0.816497,1,3,1,2.5,3.464102,1,1,1,' other'
1.6,4,0.436436,5,4.2,4.2,3,1.6,20,0.47619,0.47619,' table'
0,0,0.707107,0,2,1,2.428571,1.414214,0,0.5,0.5,' other'
0,0,0.471405,3,3,3,2.478261,0,0,0.333333,0.333333,' other'
0,1,0.894427,5,5,1,1.875,8.944272,5,2,2,' other'
0,1,0.92582,1,7,1,3.48,15.874508,1,3,3,' other'
0,1,0,1,1,1,2.243243,0,1,0,0,' other'
0.745356,2,0.597614,3,4.666667,2.333333,3.244898,3.464102,6,1.071429,1.071429,' other'
2.132007,6,0.389249,11,9.428571,6,2.796791,5.061142,66,0.833333,0.833333,' table'
0.301506,4.302857,0.446957,175,174.2,4.977143,2.009416,1001.137513,753,17.479908,17.479908,' table'
1.043956,3.625,0.504219,16,11.8,3.6875,3.344,14.631746,58,2.033898,2.033898,' table'
0,3,0.516398,5,5,3,2.045455,2.581989,15,0.666667,0.666667,' other'
0,2,0.632456,5,5,2,2.538462,4.743416,10,1,1,' table'
0,2,0.632456,5,5,2,2.555556,4.743416,10,1,1,' table'
0,1,0.957427,8,12,1,2.164179,38.105118,8,5.5,5.5,' other'
0.699854,1.714286,0.561951,7,6.333333,2.714286,2.435644,5.630604,12,1.105263,1.105263,' other'
0.572276,1.939394,0.448365,33,38.8,4.85,2.274021,96.038742,64,4.020619,4.020619,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.612372,4,4,2,2.717391,2.828427,4,0.75,0.75,' other'
0.395811,4.407407,0.444161,27,29.4,4.9,1.536105,60.02033,119,2.959184,2.959184,' table'
0.391918,4.166667,0.441726,24,24.6,4.92,1.524272,44.014543,100,2.439024,2.439024,' table'
0,2.612903,0.568258,31,32,3,1.55914,94.713603,81,5.166667,5.166667,' table'
1,0,0.5,0,1.333333,2,2.307692,0.981307,0,0.25,0.25,' other'
0,0,0.707107,0,2,1,2.666667,1.414214,0,0.5,0.5,' other'
0,1,0.912871,6,6,1,2.236842,12.247449,6,2.5,2.5,' other'
0,0,0.707107,0,2,1,2.666667,1.414214,0,0.5,0.5,' other'
0,0,0.707107,0,2,1,2.666667,1.414214,0,0.5,0.5,' other'
0,0,0.707107,0,2,1,2.666667,1.414214,0,0.5,0.5,' other'
0.552771,2.833333,0.568796,12,11.333333,2.833333,2.019231,17.03591,34,1.941176,1.941176,' table'
0.425918,2.904762,0.572598,21,20.333333,2.904762,1.901639,46.125433,61,3.442623,3.442623,' table'
0.425918,2.904762,0.572598,21,20.333333,2.904762,1.891892,46.125433,61,3.442623,3.442623,' table'
0.534522,3,0.563436,21,15.75,3,2.006061,29.239581,63,3.333333,3.333333,' table'
0.661438,2.75,0.564076,8,7.333333,2.75,2,7.562089,22,1.272727,1.272727,' table'
0,1,0.816497,3,3,1,2.578947,3.464102,3,1,1,' other'
0.360801,1.846154,0.707107,13,12,1.846154,1.798742,25.903668,24,3.25,3.25,' table'
0.4,2,0.603023,5,3.666667,2.2,2.368421,1.962614,10,0.909091,0.909091,' other'
0,1,0.912871,6,6,1,2.36,12.247449,6,2.5,2.5,' other'
0,1,0.816497,3,3,1,2.130435,3.464102,3,1,1,' other'
0,1,0.960769,13,13,1,2.301887,43.266615,13,6,6,' other'
0.734341,1.863636,0.503003,22,20.75,3.772727,1.882653,39.852462,41,2.783133,2.783133,' table'
0.330719,1.875,0.68313,8,7.5,1.875,2.568966,11.269428,15,1.866667,1.866667,' table'
0.942809,0,0.632456,0,1.666667,1.666667,2.294118,0.942809,0,0.6,0.6,' other'
0.661438,2.75,0.564076,8,7.333333,2.75,3.539474,7.562089,22,1.272727,1.272727,' table'
2.962349,3.714286,0.426401,7,3.666667,4.714286,3.482143,2.771103,26,0.636364,0.636364,' table'
1.118034,4.166667,0.389249,6,5.5,5.5,2.152174,1.118034,25,0.454545,0.454545,' table'
0,1.928571,0.681385,14,14,2,2.142857,31.749016,27,3.25,3.25,' table'
0,1,0.963624,14,14,1,2.225806,48.641546,14,6.5,6.5,' other'
0,1,0.894427,5,5,1,2.538462,8.944272,5,2,2,' other'
0,2,0.689202,20,20,2,2.109375,56.920998,40,4.75,4.75,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.706897,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.706897,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.717391,4.743416,5,1,1,' other'
0,1,0.948683,1,10,1,2.938144,28.460499,1,4.5,4.5,' other'
0,6.5,0.267261,2,2,7,4,2.672612,13,0.071429,0.071429,' table'
1.825742,5.166667,0.372678,6,5.142857,6,3.774834,1.867319,31,0.416667,0.416667,' table'
0,4.333333,0.408248,6,6,5,3.807692,1.095445,26,0.5,0.5,' table'
0,1,0.981307,13,27,1,2.94697,135.099963,13,13,13,' other'
0,2,0.471405,3,3,3,3.071429,0,6,0.333333,0.333333,' other'
2.357023,0,0.5,0,1.333333,2.666667,2.192308,1.914854,0,0.375,0.375,' other'
0.5,1,0.763763,6,6,1.5,2.20339,9.055385,6,2.333333,2.333333,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.5,2,2,2,2.76,0,2,0.25,0.25,' other'
0,2.363636,0.476731,11,11,4,2.66087,11.608187,26,1.25,1.25,' table'
1.699673,0,0.5,0,1.6,2.666667,2.291667,1.554349,0,0.375,0.375,' other'
0,2,0.645497,6,6,2,1.964286,6.928203,12,1.25,1.25,' table'
0,1,0.612372,4,4,2,1.941176,2.828427,4,0.75,0.75,' table'
0.4,1,0.666667,3,4.5,1.8,3.025641,4.315669,3,1.111111,1.111111,' other'
0.699854,2.714286,0.584898,14,12.666667,2.714286,1.695122,21.552692,38,2.394737,2.394737,' table'
0.5,1,0.547723,1,3.333333,2.5,2.833333,1.122167,1,0.6,0.6,' other'
0,1,0.935414,7,8,1,3.066667,19.79899,7,3.5,3.5,' other'
0.28748,1.909091,0.690066,11,10.5,1.909091,2.055556,20.158745,21,2.619048,2.619048,' other'
0,1,0.567309,29,29,3,2.484043,80.837285,29,4.666667,4.666667,' other'
0,1,0.816497,3,3,1,2.461538,3.464102,3,1,1,' other'
0,0,0.338062,4,5,7,2.146154,1.690309,0,0.285714,0.285714,' table'
2.89153,4.090909,0.374766,22,19.777778,6.846154,3.064972,22.522295,90,1.825843,1.825843,' table'
0.349927,1,0.522233,6,5.5,3.142857,2.431034,3.15238,6,0.954545,0.954545,' other'
0,1,0.681385,14,14,2,2.304878,31.749016,14,3.25,3.25,' other'
0,4,0.493548,39,39,4,2.879888,109.287465,156,4.75,4.75,' table'
0,13.666667,0.204124,3,3,16,1.407407,5.629165,41,0.0625,0.0625,' table'
0,4.2,0.4,5,5,5,1.633333,0,21,0.4,0.4,' table'
0,6,0.365148,5,5,6,2.05042,0.912871,30,0.333333,0.333333,' table'
0,6,0.333333,3,3,6,2.679104,2.12132,18,0.166667,0.166667,' table'
0,6,0.377964,7,7,6,2.805112,1.080123,42,0.5,0.5,' table'
0.5,0,0.447214,0,1.666667,2.5,2.416667,0.793492,0,0.2,0.2,' other'
0,1,0.57735,3,3,2,2.72973,1.224745,3,0.5,0.5,' other'
0.43589,2.8,0.572351,20,19.333333,2.9,1.803636,42.445608,56,3.275862,3.275862,' table'
3.052795,7.489796,0.335259,98,86.3,8.806122,1.529025,242.782376,734,5.507532,5.507532,' table'
2.435897,12.3125,0.257922,32,31.066667,14.5625,1.520704,24.367021,394,1.064378,1.064378,' table'
0,4,0.353553,2,2,4,1.823529,1.414214,8,0.125,0.125,' table'
0,4,0.493197,37,37,4,1.726923,100.365582,148,4.5,4.5,' table'
0,4,0.476731,11,11,4,1.7375,11.608187,44,1.25,1.25,' table'
0,4,0.408248,3,3,4,1.791667,0.866025,12,0.25,0.25,' table'
0,4,0.456435,6,6,4,1.755556,2.44949,24,0.625,0.625,' table'
0,4,0.456435,6,6,4,1.755556,2.44949,24,0.625,0.625,' table'
0,4,0.353553,2,2,4,1.823529,1.414214,8,0.125,0.125,' table'
0,4,0.478714,12,12,4,1.752941,13.856406,48,1.375,1.375,' table'
0,2.4,0.516398,5,5,3,2.916667,2.581989,12,0.666667,0.666667,' table'
5.703744,1,0.353553,38,38,7.862069,3.441113,67.433918,38,3.625,3.625,' table'
0,6,0.288675,2,2,6,5.208,2.309401,12,0.083333,0.083333,' other'
0,0,0.707107,0,2,1,2.714286,1.414214,0,0.5,0.5,' other'
0,1,0.953463,11,11,1,2.403846,33.166248,11,5,5,' other'
0,1,0.894427,5,5,1,2.48,8.944272,5,2,2,' other'
0,1,0.953463,10,11,1,2.212121,33.166248,10,5,5,' other'
0,3,0.408248,3,3,4,2.967742,0.866025,9,0.25,0.25,' table'
0.426401,1,0.953463,3,5.5,1,1.7625,10.600708,3,5,5,' other'
0.8,1.5,0.755929,2,2.333333,1.4,2.905405,1.586984,3,1.428571,1.428571,' other'
0.471405,0,0.707107,0,2,1.333333,2.466667,1,0,0.75,0.75,' other'
0.471405,1,0.707107,1,2,1.333333,2.333333,1,1,0.75,0.75,' other'
0.471405,1,0.707107,1,2,1.333333,2.333333,1,1,0.75,0.75,' other'
0,1,0.912871,6,6,1,2.828571,12.247449,6,2.5,2.5,' other'
0,1,0.977008,22,22,1,1.690476,98.498731,22,10.5,10.5,' other'
0,1,0.935414,8,8,1,2.658537,19.79899,8,3.5,3.5,' other'
0.632456,0.2,0.632456,5,3.333333,2,2.065217,1.905159,1,1,1,' other'
0.772618,1.642857,0.504695,28,26.5,3.785714,1.895062,60.131107,46,3.566038,3.566038,' table'
0.5,2.5,0.46291,4,3.5,3.5,2.422222,0.5,10,0.428571,0.428571,' table'
0,3.25,0.433013,4,4,4,2.358491,0,13,0.375,0.375,' table'
0.433013,3,0.447214,4,3.75,3.75,2.339623,0.433013,12,0.4,0.4,' table'
0.276385,0.833333,0.691564,12,11.5,1.916667,2.081081,23.484037,10,2.869565,2.869565,' table'
0.249444,1.066667,0.694808,15,14.5,1.933333,2.066667,34.422013,16,3.62069,3.62069,' table'
1.287697,1.928571,0.405656,14,13.166667,5.642857,2.030928,11.659919,27,1.151899,1.151899,' table'
0,1.111111,0.666667,9,9,2,2.1,14.849242,10,2,2,' table'
0,1.125,0.661438,8,8,2,2.12,12,9,1.75,1.75,' table'
0.699854,2,0.561951,7,6.333333,2.714286,2.111111,5.630604,14,1.105263,1.105263,' table'
0.4,1,0.666667,5,4.5,1.8,2.2,4.315669,5,1.111111,1.111111,' table'
0.203931,1,0.699206,23,22.5,1.956522,2.043478,69.669757,23,5.622222,5.622222,' table'
1.536026,4.75,0.356753,8,6.875,6.875,3.907963,1.536026,38,0.509091,0.509091,' table'
5.318765,8.454545,0.25861,22,18.470588,14.272727,3.892048,7.708088,186,0.735669,0.735669,' table'
0,1,0.985184,28,34,1,2.482993,192.421413,28,16.5,16.5,' other'
0.489898,0,0.5547,0,4.333333,2.6,2.5,2.325383,0,0.769231,0.769231,' other'
0.4,1,0.666667,5,4.5,1.8,2.545455,4.315669,5,1.111111,1.111111,' other'
0.4,1,0.666667,4,4.5,1.8,2.5,4.315669,4,1.111111,1.111111,' other'
0.372678,1,0.6742,4,5.5,1.833333,2.428571,6.383573,4,1.363636,1.363636,' other'
0.330719,1,0.68313,7,7.5,1.875,2.5,11.269428,7,1.866667,1.866667,' other'
0,1,0.866025,3,4,1,2.619048,6,3,1.5,1.5,' other'
0.433013,1,0.654654,4,3.5,1.75,2.555556,2.54951,4,0.857143,0.857143,' other'
0,1,0.816497,3,3,1,1.6875,3.464102,3,1,1,' other'
0,1,0.5,2,4,3,2.366667,1.154701,2,0.5,0.5,' other'
0,1,0.5,4,4,3,2.5,1.154701,4,0.5,0.5,' other'
0,1,0.408248,2,2,3,2.5,0.816497,2,0.166667,0.166667,' other'
0,1,0.408248,2,2,3,2.444444,0.816497,2,0.166667,0.166667,' other'
0,1,0.540062,8,8,3,2.833333,8.164966,8,1.166667,1.166667,' other'
0,1,0.816497,2,3,1,1.924528,3.464102,2,1,1,' other'
0,1.933333,0.557773,15,15,3,1.703297,26.832816,29,2.333333,2.333333,' table'
0.471405,1,0.707107,2,2,1.333333,2.0625,1,2,0.75,0.75,' other'
0.442217,1.636364,0.746788,22,26,1.733333,1.931034,94,36,8.365385,8.365385,' table'
0.5,2,0.57735,1,1.5,1.5,2.285714,0.5,2,0.333333,0.333333,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.706897,4.743416,5,1,1,' other'
0,2.166667,0.527046,6,6,3,2.55814,4.242641,13,0.833333,0.833333,' table'
0,2.166667,0.527046,6,6,3,2.590909,4.242641,13,0.833333,0.833333,' table'
0,2.166667,0.527046,6,6,3,2.55814,4.242641,13,0.833333,0.833333,' table'
0.5,0,0.447214,0,1.666667,2.5,3.894737,0.793492,0,0.2,0.2,' other'
0.816497,1.333333,0.57735,3,2,2,2.55,0.816497,4,0.5,0.5,' other'
0.349927,1.857143,0.679366,7,6.5,1.857143,2.538462,8.710626,13,1.615385,1.615385,' table'
0,2,0.645497,6,6,2,2.567568,6.928203,12,1.25,1.25,' table'
0,3,0.471405,3,3,3,2.954545,0,9,0.333333,0.333333,' table'
0,1,0.866025,4,4,1,1.965517,6,4,1.5,1.5,' other'
0.5,0,0.57735,0,1.5,1.5,2.625,0.5,0,0.333333,0.333333,' other'
0,1.647059,0.685994,17,17,2,2.062069,43.732139,28,4,4,' table'
0,1.96,0.7,50,50,2,2.032258,240,98,12.25,12.25,' table'
0,6,0.288675,2,2,6,5.181818,2.309401,12,0.083333,0.083333,' other'
0,0,0.707107,0,2,1,2.714286,1.414214,0,0.5,0.5,' other'
0,1,0.816497,3,3,1,2.533333,3.464102,3,1,1,' other'
0,1,0.953463,10,11,1,2.212121,33.166248,10,5,5,' other'
0,3,0.408248,3,3,4,2.967742,0.866025,9,0.25,0.25,' table'
0.3,1,0.904534,3,5.5,1.1,1.782051,9.861541,3,4.090909,4.090909,' other'
0,1,0.632456,5,5,2,2.694915,4.743416,5,1,1,' other'
0,1,0.612372,4,4,2,2.714286,2.828427,4,0.75,0.75,' other'
1.287697,5.214286,0.405656,14,13.166667,5.642857,2.088235,11.659919,73,1.151899,1.151899,' table'
1.86339,4.5,0.40161,6,5.166667,5.166667,2.204545,1.86339,27,0.483871,0.483871,' table'
0,3.25,0.433013,4,4,4,3.84153,0,13,0.375,0.375,' table'
0,3.75,0.433013,4,4,4,3.850258,0,15,0.375,0.375,' table'
0,0,0.471405,3,3,3,2.478261,0,0,0.333333,0.333333,' other'
0,1,0.894427,5,5,1,1.875,8.944272,5,2,2,' other'
0,1,0.707107,2,2,1,3,1.414214,2,0.5,0.5,' other'
0,3,0.471405,3,3,3,2.954545,0,9,0.333333,0.333333,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.706897,4.743416,5,1,1,' other'
0,1,0.57735,3,3,2,2.75,1.224745,3,0.5,0.5,' other'
0,1,0.5,2,2,2,2.272727,0,2,0.25,0.25,' other'
0,1,0.645497,6,6,2,2.096774,6.928203,6,1.25,1.25,' other'
0,1,0.5,2,2,2,2.272727,0,2,0.25,0.25,' other'
0,1,0.661438,8,8,2,2.073171,12,8,1.75,1.75,' other'
0,1,0.645497,6,6,2,2.096774,6.928203,6,1.25,1.25,' other'
0,1,0.57735,3,3,2,2.1875,1.224745,3,0.5,0.5,' other'
0,1,0.677003,12,12,2,2.04918,24.494897,12,2.75,2.75,' other'
0,1,0.6742,11,11,2,2.053571,21.106871,11,2.5,2.5,' other'
2.981424,4,0.32969,4,5.111111,7.666667,2.488372,3.206218,16,0.326087,0.326087,' table'
0,6,0.288675,2,2,6,5.208,2.309401,12,0.083333,0.083333,' other'
0,0,0.707107,0,2,1,2.714286,1.414214,0,0.5,0.5,' other'
0,1,0.816497,3,3,1,2.533333,3.464102,3,1,1,' other'
0,1,0.953463,10,11,1,2.212121,33.166248,10,5,5,' other'
0,3,0.408248,3,3,4,2.967742,0.866025,9,0.25,0.25,' table'
0.3,1,0.904534,3,5.5,1.1,1.782051,9.861541,3,4.090909,4.090909,' other'
1.9061,5,0.428845,14,14.5,5.117647,2.818182,16.115469,70,1.563218,1.563218,' table'
0,3,0.567962,31,31,3,2.866972,90.007407,93,5,5,' table'
0,3,0.547723,10,10,3,2.887324,12.780193,30,1.5,1.5,' table'
0,3,0.471405,3,3,3,2.954545,0,9,0.333333,0.333333,' table'
0,2,0.5,2,2,2,3,0,4,0.25,0.25,' table'
0,2,0.684653,16,16,2,2.235294,39.59798,32,3.75,3.75,' table'
0.661438,2,0.731925,14,14,1.75,2.2,34.698703,28,4.285714,4.285714,' table'
0,4,0.267261,2,2,7,3.324324,2.672612,8,0.071429,0.071429,' other'
0,3.5,0.288675,2,2,6,3.3125,2.309401,7,0.083333,0.083333,' other'
0,1,0.866025,2,4,1,2.421053,6,2,1.5,1.5,' other'
0,1,0.816497,3,3,1,3.35,3.464102,3,1,1,' other'
0,0,0.408248,0,2,3,2.809524,0.816497,0,0.166667,0.166667,' other'
0,0,0.387298,0,4,5,2.446809,0.894427,0,0.3,0.3,' other'
0.745356,1,0.559017,3,5.333333,2.666667,2.542857,3.91578,3,0.9375,0.9375,' other'
0,1,0.495885,51,61,4,2.338395,222.592116,51,7.5,7.5,' other'
1.504813,1.5,0.65938,2,4.6,2.090909,3.482759,4.339585,3,2.391304,2.391304,' other'
3.162025,2.954545,0.575396,22,16.444444,2.96,2.207547,32.645286,65,8.277027,8.277027,' table'
0.903508,1,0.738549,4,3.666667,1.571429,2.87234,3.485419,4,1.909091,1.909091,' other'
0.866025,1.5,0.763763,2,4,1.5,3.175439,4.320494,3,2.333333,2.333333,' other'
1.661462,6.037975,0.367576,158,145.25,7.35443,3.815584,612.865796,954,10.673838,10.673838,' table'
0,1,0.960769,10,13,1,2.355556,43.266615,10,6,6,' other'
0,2,0.632456,5,5,2,2.055556,4.743416,10,1,1,' table'
0.242061,1,0.939336,8,8.5,1.0625,2.686567,21.047565,8,7.058824,7.058824,' other'
0.763763,2,0.57735,1,3.75,2.5,2.138889,1.794088,2,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.57735,3,3,2,2.75,1.224745,3,0.5,0.5,' other'
1.089725,2,0.57735,1,2.25,2.25,3.025641,1.089725,2,0.666667,0.666667,' other'
0.8,1.25,0.755929,4,2.333333,1.4,3.464286,1.586984,5,1.428571,1.428571,' other'
0,1,0.654654,7,7,2,3.586207,9.354143,7,1.5,1.5,' other'
0,1,0.707107,2,2,1,2.555556,1.414214,2,0.5,0.5,' other'
0,1,0.707107,2,2,1,2.555556,1.414214,2,0.5,0.5,' other'
0.516324,1.220339,0.446445,59,58.2,4.932203,3.193774,182.989486,72,5.879725,5.879725,' table'
0,5,0.387298,2,4,5,2.371429,0.894427,10,0.3,0.3,' table'
0,2.857143,0.341565,14,15,8,2.359447,9.585145,40,0.875,0.875,' table'
0,1.5,0.540062,8,8,3,2.145833,8.164966,12,1.166667,1.166667,' table'
0,3,0.556349,14,14,3,2,23.762716,42,2.166667,2.166667,' table'
0.330719,2.125,0.641689,8,5.666667,2.125,2.804348,5.808678,17,1.647059,1.647059,' table'
0,2,0.516398,5,5,3,2.560976,2.581989,10,0.666667,0.666667,' table'
0,2,0.57735,3,3,2,2.631579,1.224745,6,0.5,0.5,' table'
0,2,0.6742,11,11,2,2.537313,21.106871,22,2.5,2.5,' table'
0,2,0.612372,4,4,2,2.6,2.828427,8,0.75,0.75,' table'
0,2,0.632456,5,5,2,2.580645,4.743416,10,1,1,' table'
0,2,0.612372,4,4,2,2.6,2.828427,8,0.75,0.75,' table'
0.802246,1.941176,0.696311,17,11,1.941176,3.864198,21.648711,33,4.121212,4.121212,' table'
1.224745,1,0.433013,1,2.666667,4,3.7875,1.478237,1,0.375,0.375,' other'
1.457142,1,0.699544,8,11.75,1.958333,2.405594,24.248711,8,5.87234,5.87234,' other'
0,2,0.698836,43,43,2,2.389685,190.109179,86,10.5,10.5,' other'
0,1.96,0.69282,25,25,2,2.859375,81.31728,49,6,6,' table'
0,1,0.690066,21,21,2,1.858268,61.567037,21,5,5,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.5,2,2,2,2.772727,0,2,0.25,0.25,' other'
0,3.7,0.474342,10,10,4,2.567568,9.486833,37,1.125,1.125,' table'
0,4,0.474342,10,10,4,2.567568,9.486833,40,1.125,1.125,' table'
0,3.9,0.474342,10,10,4,2.567568,9.486833,39,1.125,1.125,' table'
0,4,0.474342,10,10,4,2.567568,9.486833,40,1.125,1.125,' table'
0,4,0.474342,10,10,4,2.567568,9.486833,40,1.125,1.125,' table'
0,4,0.474342,10,10,4,2.567568,9.486833,40,1.125,1.125,' table'
0,6,0.288675,2,2,6,3.669323,2.309401,12,0.083333,0.083333,' other'
0,0,0.707107,0,2,1,2.714286,1.414214,0,0.5,0.5,' other'
0,1,0.92582,7,7,1,2.457143,15.874508,7,3,3,' other'
0,1,0.953463,10,11,1,2.212121,33.166248,10,5,5,' other'
0,3,0.408248,3,3,4,2.967742,0.866025,9,0.25,0.25,' table'
0.3,1,0.904534,3,5.5,1.1,1.756098,9.861541,3,4.090909,4.090909,' other'
0,1.3,0.424264,10,10,5,2.425743,7.071068,13,0.9,0.9,' table'
0,1,0,1,1,3,5.294118,1.154701,1,0,0,' other'
1.04822,8.777778,0.334387,54,52.666667,8.777778,2.948156,107.53604,474,3.018987,3.018987,' table'
0,1,0,1,1,1,3.923077,0,1,0,0,' other'
0,1,0.707107,2,2,1,2.428571,1.414214,2,0.5,0.5,' other'
0,1,0.816497,2,3,1,2,3.464102,2,1,1,' other'
0,3,0.408248,3,3,4,2.321429,0.866025,9,0.25,0.25,' table'
0,1,0.57735,3,3,2,2,1.224745,3,0.5,0.5,' other'
0,1,0.57735,3,3,2,2,1.224745,3,0.5,0.5,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.706897,4.743416,5,1,1,' other'
0,1,0.612372,4,4,2,2.72973,2.828427,4,0.75,0.75,' other'
0,1,0.988304,43,43,1,1.957672,275.412418,43,21,21,' other'
0,1,0.645497,6,6,2,1.916667,6.928203,6,1.25,1.25,' other'
