@relation out

@attribute 'fdc ' numeric
@attribute ' td_tr ' numeric
@attribute ' fdcl ' numeric
@attribute ' tr ' numeric
@attribute ' fr ' numeric
@attribute ' fc ' numeric
@attribute ' ftl ' numeric
@attribute ' fdr ' numeric
@attribute ' td ' numeric
@attribute ' fcl ' numeric
@attribute ' fclc ' numeric
@attribute ' class' {' table',' other'}

@data
0,0,0.5,0,2,2,2.5,0,0,0.25,0.25,' other'
0.5,0,0.57735,0,1.5,1.5,2.5,0.5,0,0.333333,0.333333,' other'
3.061789,6.068966,0.398862,29,22,6.068966,2.701595,30.88689,176,2.306818,2.306818,' table'
0.745356,1.25,0.790569,4,2.666667,1.333333,3.185484,2.160247,5,1.875,1.875,' other'
0,2,0.516398,4,5,3,1.685185,2.581989,8,0.666667,0.666667,' table'
0,2,0.552771,11,12,3,1.643411,18,22,1.833333,1.833333,' table'
0,2,0.540062,7,8,3,2.285714,8.164966,14,1.166667,1.166667,' table'
0,1.5,0.353553,2,2,4,1.736842,1.414214,3,0.125,0.125,' table'
0,1.5,0.353553,2,2,4,1.736842,1.414214,3,0.125,0.125,' table'
0,2.5,0.316228,2,2,5,2.166667,1.897367,5,0.1,0.1,' table'
0,1,0.632456,4,5,2,2.1875,4.743416,4,1,1,' table'
0,0.5,0.5,2,2,2,1.909091,0,1,0.25,0.25,' table'
0,1,0.213201,2,2,11,2.12,3.837613,2,0.045455,0.045455,' table'
0,1,0.223607,2,2,10,2.130435,3.577709,2,0.05,0.05,' table'
0,1.25,0.612372,4,4,2,2.230769,2.828427,5,0.75,0.75,' table'
0,0.5,0.5,2,2,2,2.428571,0,1,0.25,0.25,' table'
0,0.5,0.5,2,2,2,2.428571,0,1,0.25,0.25,' table'
0,1,0.692219,24,24,2,2.041096,76.210236,24,5.75,5.75,' table'
0.179505,6.333333,0.3725,30,29.857143,6.966667,2.980328,47.389245,190,2.08134,2.08134,' table'
0.942809,0,0.447214,0,2.5,3.333333,1.939394,1.089725,0,0.3,0.3,' other'
0,1.666667,0.471405,3,3,3,2.142857,0,5,0.333333,0.333333,' table'
0,0,0,0,1,2,4.25,0.707107,0,0,0,' other'
0,0,0,0,1,1,4.454545,0,0,0,0,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.5,2,2,2,2.772727,0,2,0.25,0.25,' other'
0,2.875,0.547723,8,10,3,2.952381,12.780193,23,1.5,1.5,' table'
0,1.875,0.540062,8,8,3,2.186813,8.164966,15,1.166667,1.166667,' table'
0,3.857143,0.414039,7,7,5,2.208333,2.366432,27,0.6,0.6,' table'
0,1.142857,0.654654,7,7,2,2.315789,9.354143,8,1.5,1.5,' table'
0,1,0.707107,1,2,1,2.181818,1.414214,1,0.5,0.5,' other'
0.628539,1.75,0.565685,4,8.333333,2.777778,2.269841,9.683893,7,1.44,1.44,' other'
0.330719,1,0.68313,6,7.5,1.875,2.333333,11.269428,6,1.866667,1.866667,' other'
4.5,9,0.19245,2,1.5,13.5,2.344444,4.272002,18,0.037037,0.037037,' other'
0,1,0.707107,1,2,1,2.571429,1.414214,1,0.5,0.5,' other'
0,1,0.707107,1,2,1,2.571429,1.414214,1,0.5,0.5,' other'
0,1,0.707107,1,2,1,2.571429,1.414214,1,0.5,0.5,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.717391,4.743416,5,1,1,' other'
0,1,0.57735,3,3,2,2.75,1.224745,3,0.5,0.5,' other'
0,2,0.645497,6,6,2,2.072464,6.928203,12,1.25,1.25,' other'
0.349927,1.857143,0.679366,7,6.5,1.857143,2.340426,8.710626,13,1.615385,1.615385,' table'
0.5,0,0.57735,0,1.5,1.5,2.307692,0.5,0,0.333333,0.333333,' other'
0,0,0.5,0,2,2,2.636364,0,0,0.25,0.25,' other'
0,1,0.978019,23,23,1,2.422414,105.508294,23,11,11,' other'
0.164893,1.972028,0.70961,143,141,1.972028,2.28672,1175.589001,282,36.003546,36.003546,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.706897,4.743416,5,1,1,' other'
0,1,0.57735,3,3,2,2.75,1.224745,3,0.5,0.5,' other'
0.31427,1.888889,0.685994,9,8.5,1.888889,1.611111,14.040121,17,2.117647,2.117647,' table'
2.872281,0,0.369274,0,2.444444,5.5,2.465517,2.795744,0,0.272727,0.272727,' other'
0,1,0.632456,5,5,2,2.953488,4.743416,5,1,1,' other'
0.3,3,0.480384,10,9.75,3.9,3.126168,9.261817,30,1.153846,1.153846,' table'
0,1,0.57735,3,3,2,2.894737,1.224745,3,0.5,0.5,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.612372,4,4,2,2.72093,2.828427,4,0.75,0.75,' other'
1.732051,4,0.433013,4,3.2,4,2.894737,1.706458,16,0.375,0.375,' table'
6.945097,11.5,0.212512,8,7.045455,19.375,2.713896,8.533401,92,0.180645,0.180645,' table'
6.945097,11.5,0.212512,8,7.045455,19.375,2.713896,8.533401,92,0.180645,0.180645,' table'
6.945097,10.25,0.212512,8,7.045455,19.375,2.713896,8.533401,82,0.180645,0.180645,' table'
0.31427,1,0.685994,7,8.5,1.888889,2.48,14.040121,7,2.117647,2.117647,' other'
0.3,1.6,0.688247,10,9.5,1.9,2.15625,17.007351,16,2.368421,2.368421,' table'
0,1.8,0.632456,5,5,2,2.35,4.743416,9,1,1,' table'
0,1.733333,0.68313,15,15,2,2.065217,35.601966,26,3.5,3.5,' table'
0,1.7,0.689202,20,20,2,2.101449,56.920998,34,4.75,4.75,' table'
0,1.571429,0.654654,7,7,2,2.136364,9.354143,11,1.5,1.5,' table'
0,1,0.816497,1,3,1,5.390625,3.464102,1,1,1,' other'
0,0,0.816497,0,3,1,2.666667,3.464102,0,1,1,' other'
0,0,0.816497,0,3,1,2.375,3.464102,0,1,1,' other'
0.881396,5.545455,0.40161,11,10.333333,5.636364,2.354839,6.470732,61,0.887097,0.887097,' table'
0.881396,5.545455,0.40161,11,10.333333,5.636364,2.341615,6.470732,61,0.887097,0.887097,' table'
0,2,0.654654,7,7,2,2.321429,9.354143,14,1.5,1.5,' table'
0,1,0.816497,3,3,1,3.375,3.464102,3,1,1,' other'
0,1,0.942809,9,9,1,3.130435,24,9,4,4,' other'
0,1,0.816497,3,3,1,3.333333,3.464102,3,1,1,' other'
0,1,0.866025,4,4,1,3.375,6,4,1.5,1.5,' other'
0,1,0.707107,2,2,1,3.454545,1.414214,2,0.5,0.5,' other'
0.471405,1.5,0.707107,2,2,1.333333,3.461538,1,3,0.75,0.75,' table'
0,2,0.645497,6,6,2,3.880952,6.928203,12,1.25,1.25,' table'
0,4,0.408248,3,3,4,2.627907,0.866025,12,0.25,0.25,' table'
0,7.714286,0.330719,7,8,8,3.176871,0,54,0.4375,0.4375,' table'
0,5.857143,0.330719,7,8,8,2.806202,0,41,0.4375,0.4375,' table'
2.277608,1,0.301511,1,2.75,8.25,3.163793,3.436932,1,0.181818,0.181818,' other'
0.484123,1,0.797724,3,5.5,1.375,2.354839,8.306624,3,2.545455,2.545455,' other'
0.433013,1,0.654654,3,3.5,1.75,2.0625,2.54951,3,0.857143,0.857143,' other'
0,1.833333,0.645497,6,6,2,2.157895,6.928203,11,1.25,1.25,' table'
1.6,4.2,0.436436,5,4.2,4.2,2.111111,1.6,21,0.47619,0.47619,' table'
0,1.833333,0.645497,6,6,2,2.1,6.928203,11,1.25,1.25,' table'
2.598076,5.5,0.369274,4,3.142857,5.5,2.111111,2.651805,22,0.272727,0.272727,' table'
0,1.833333,0.645497,6,6,2,2.1,6.928203,11,1.25,1.25,' table'
0,1,0.707107,2,2,1,2.555556,1.414214,2,0.5,0.5,' other'
0,1.333333,0.308607,3,3,7,2.960784,2.618615,4,0.142857,0.142857,' table'
0.552771,2.416667,0.568796,12,11.333333,2.833333,2.652174,17.03591,29,1.941176,1.941176,' table'
0,1,0.92582,7,7,1,2.22449,15.874508,7,3,3,' other'
0,1,0.816497,1,3,1,2.352941,3.464102,1,1,1,' other'
1.322876,2,0.591608,7,3.333333,2.5,2.792453,1.805342,14,1.4,1.4,' table'
0,1.786385,0.706276,426,426,2,1.847757,6188.076276,761,106.25,106.25,' table'
0.433013,1,0.774597,4,2.5,1.25,2.4,1.870829,4,1.2,1.2,' other'
0.8,2.2,0.57735,5,4,2.4,2.386364,2.309401,11,0.833333,0.833333,' table'
5.734884,12.5,0.184115,2,2.185185,19.666667,2.46729,6.132709,25,0.050847,0.050847,' other'
0.486504,1,0.833333,10,18,1.384615,2.18,59.933296,10,9.027778,9.027778,' other'
0,1,0.707107,1,2,1,2.428571,1.414214,1,0.5,0.5,' other'
0.5,1,0.707107,1,3,1.5,3.28125,2.236068,1,1,1,' other'
0.748331,2.066667,0.651339,15,11,2.2,2.039216,19.748418,31,3.181818,3.181818,' table'
0.4,1.8,0.666667,5,4.5,1.8,2.222222,4.315669,9,1.111111,1.111111,' table'
0,1,0.866025,2,4,1,3.5,6,2,1.5,1.5,' other'
0,3.384615,0.430946,13,14,5,2.035294,15.05988,44,1.3,1.3,' table'
0,1.8,0.632456,5,5,2,2.472222,4.743416,9,1,1,' other'
0.6,3.7,0.486664,10,9.5,3.8,2.385827,9.062284,37,1.184211,1.184211,' other'
0.552771,3.583333,0.48901,12,11.5,3.833333,2.378378,13.313527,43,1.434783,1.434783,' other'
0.57496,3.454545,0.48795,11,10.5,3.818182,2.355556,11.121488,38,1.309524,1.309524,' table'
0.628539,3.444444,0.485071,9,8.5,3.777778,2.373832,7.145803,31,1.058824,1.058824,' other'
0.699854,3.285714,0.480384,7,6.5,3.714286,2.409639,3.799671,23,0.807692,0.807692,' other'
0.745356,3.5,0.476731,6,5.5,3.666667,2.405405,2.42384,21,0.681818,0.681818,' other'
0,1.8,0.632456,5,5,2,2.555556,4.743416,9,1,1,' other'
0,1.666667,0.57735,3,3,2,2.666667,1.224745,5,0.5,0.5,' other'
1.414214,2.333333,0.471405,3,2.25,3,2.72,1.386317,7,0.333333,0.333333,' table'
1.444615,3.133333,0.491689,45,30.333333,4.044444,1.937956,72.103706,141,5.43956,5.43956,' table'
0,0,0.707107,0,2,1,2.428571,1.414214,0,0.5,0.5,' other'
0,0,0.471405,3,3,3,2.478261,0,0,0.333333,0.333333,' other'
0,1,0.894427,5,5,1,1.875,8.944272,5,2,2,' other'
0.763763,1,0.745356,4,4.5,1.5,2.291667,5.361903,4,1.666667,1.666667,' other'
0.4,1,0.707107,9,9,1.8,2.654545,16.124515,9,2.5,2.5,' other'
0.5,1,0.745356,5,4.5,1.5,2.096774,5.267827,5,1.666667,1.666667,' other'
0.496904,1,0.755929,8,7,1.555556,2.108696,11.597414,8,2.571429,2.571429,' other'
0,1,0.661438,8,8,2,2.061224,12,8,1.75,1.75,' other'
0.28748,1.090909,0.690066,11,10.5,1.909091,2.523077,20.158745,12,2.619048,2.619048,' table'
0,4,0.426401,11,11,5,2.248276,8.899438,44,1,1,' table'
1.749636,3.166667,0.430498,42,43.166667,5.285714,2.71773,108.369246,133,4.540541,4.540541,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.711538,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.717391,4.743416,5,1,1,' other'
0.785353,3.9,0.485071,20,17,4.047619,2.027273,26.593232,78,2.470588,2.470588,' table'
0,1,0.707107,2,2,1,2.6,1.414214,2,0.5,0.5,' other'
1.802776,3.2,0.48795,5,4.2,3.5,2.068966,2.11849,16,0.714286,0.714286,' table'
1.135782,3.4,0.468521,10,8.2,4.1,2.037736,6.016644,34,1.097561,1.097561,' table'
1.63936,3.125,0.483046,8,6,3.75,2.05,3.521363,25,0.933333,0.933333,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.717391,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.717391,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.714286,4.743416,5,1,1,' other'
1.224745,0,0.612372,0,2,2,2.230769,1.224745,0,0.75,0.75,' other'
0,1.2,0.67082,10,10,2,2.096774,17.888544,12,2.25,2.25,' table'
0,1.090909,0.6742,11,11,2,2.027778,21.106871,12,2.5,2.5,' table'
3.052165,3.655172,0.399724,29,45.375,6.152542,2.075862,106.838252,106,4.713499,4.713499,' table'
2.919168,2.926829,0.39272,41,50.25,6.380952,2.090689,123.379464,120,4.858209,4.858209,' table'
4.571764,7.086957,0.320844,23,34,9.488372,2.211409,47.199929,163,2.213235,2.213235,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.709091,4.743416,5,1,1,' other'
0,1,0.5,2,2,2,2.789474,0,2,0.25,0.25,' other'
0.31427,1,0.685994,9,8.5,1.888889,2.693548,14.040121,9,2.117647,2.117647,' other'
2.099563,5,0.373544,7,6.142857,6.142857,2.852174,2.099563,35,0.488372,0.488372,' table'
0,1,0.5,1,2,2,2.5,0,1,0.25,0.25,' other'
0,0,0.977008,0,22,1,2.071429,98.498731,0,10.5,10.5,' other'
0,5,0.387298,3,4,5,2.508772,0.894427,15,0.3,0.3,' table'
0,5,0.387298,3,4,5,2.45,0.894427,15,0.3,0.3,' table'
0.5,1.5,0.57735,2,1.5,1.5,1.642857,0.5,3,0.333333,0.333333,' other'
0,1,0.707107,2,2,1,3.166667,1.414214,2,0.5,0.5,' other'
0.992157,3.5,0.491304,8,7.25,3.625,2.811594,5.315073,28,0.965517,0.965517,' table'
0.942809,3,0.447214,3,2.5,3.333333,2.727273,1.089725,9,0.3,0.3,' other'
0,2.5,0.353553,2,2,4,2.380952,1.414214,5,0.125,0.125,' other'
0.269657,1.921053,0.711934,38,36.5,1.921053,1.933824,150.73072,73,9.630137,9.630137,' table'
0,3.833333,0.456435,6,6,4,2.115385,2.44949,23,0.625,0.625,' table'
0,2,0.612372,4,4,2,2,2.828427,8,0.75,0.75,' table'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.711538,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.717391,4.743416,5,1,1,' other'
0,1,0.5,2,2,2,2.789474,0,2,0.25,0.25,' other'
0,1,0.953463,11,11,1,1.810811,33.166248,11,5,5,' other'
0,1,0.92582,7,7,1,1.857143,15.874508,7,3,3,' other'
0,4,0.456435,6,6,4,1.944444,2.44949,24,0.625,0.625,' table'
1.732051,4.666667,0.433013,3,3.2,4,2.04,1.706458,14,0.375,0.375,' table'
0,4.75,0.44017,32,32,5,1.90411,68.305197,152,3.1,3.1,' table'
0,4.47619,0.436436,21,21,5,1.927419,32.790242,94,2,2,' table'
0,5,0.437384,23,23,5,1.881988,38.605699,115,2.2,2.2,' table'
0.349927,2,0.471405,7,6.75,3.857143,3.096774,3.854786,14,0.777778,0.777778,' other'
0.471405,1,0.632456,1,2.5,1.666667,2.178571,1.172604,1,0.6,0.6,' other'
0,3,0.471405,3,3,3,1.727273,0,9,0.333333,0.333333,' other'
0,6.310345,0.372012,29,32,7,3.118565,53.452248,183,2.214286,2.214286,' table'
0.8,2.6,0.5547,5,4.333333,2.6,2.85,2.464564,13,0.769231,0.769231,' table'
0,4,0.485071,17,17,4,2.225806,26.800187,68,2,2,' table'
0,3.875,0.467707,8,8,4,2.422222,5.656854,31,0.875,0.875,' table'
0,3,0.5,4,4,3,2.681818,1.154701,12,0.5,0.5,' table'
0,2.5,0.456435,6,6,4,2.513514,2.44949,15,0.625,0.625,' table'
0.728431,1.666667,0.57735,6,6,2.571429,2.071429,5.354126,10,1.166667,1.166667,' other'
0.78203,1.444444,0.597614,9,9.333333,2.545455,2.045455,13.083776,13,1.964286,1.964286,' other'
0.433013,2,0.774597,1,2.5,1.25,1.894737,1.870829,2,1.2,1.2,' other'
0.866025,1.666667,0.547723,3,3.333333,2.5,2.2,1.387777,5,0.6,0.6,' other'
0.866025,2.75,0.46291,4,3.5,3.5,2.388889,0.866025,11,0.428571,0.428571,' table'
0.28748,1,0.912871,8,6,1.090909,2.70122,11.532563,8,4.583333,4.583333,' other'
0,1,0.970143,14,17,1,3.204724,65.96969,14,8,8,' other'
0.979796,0,0.534522,0,3.5,2.8,2.208955,1.346291,0,0.714286,0.714286,' other'
1.62136,2.75,0.490163,24,30.8,4.052632,3.016563,73.872755,66,4.564935,4.564935,' table'
1.549437,2.388889,0.45344,18,13.375,4.652174,2.66791,15.021794,43,2.364486,2.364486,' table'
1.270492,2.975,0.417997,40,38.428571,5.604167,2.712308,86.01883,119,4.193309,4.193309,' table'
1.952332,5.5,0.396934,50,44.428571,6.22,2.725231,102.249922,275,3.938907,3.938907,' table'
0,4,0.408248,3,3,4,2.975,0.866025,12,0.25,0.25,' other'
0,2,0.5,2,2,2,2.875,0,4,0.25,0.25,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.704918,4.743416,5,1,1,' other'
0,1,0.632456,5,5,2,2.711538,4.743416,5,1,1,' other'
